epoch,lr,t_l,t_err,v_err,1003d,2003d,3003d,4003d,5003d,6003d,7003d,8003d,9003d,10003d
24.0,0.0003063548786648835,2.997129163460077,0.7186902254285973,0.7691217274517591,0.40563282640411363,0.6680074334959852,0.8699901183896984,1.040046738424092,1.1740711806938187,1.2950204141579185,1.4028613333660818,1.5014987720963746,1.5891741033870184,1.667155431504787
25.0,0.0003063548786648835,2.992286203526774,0.7187658600299512,0.771971602149851,0.4067025063758506,0.6719417311911366,0.8778000844778887,1.0461217885865883,1.182042858440207,1.3017430933083591,1.4044902792909868,1.5006486656936833,1.5883000756765158,1.6682069879666754
26.0,0.00029410068351828813,2.9870129843802777,0.7184104587183052,0.7870933626333886,0.4133162718355374,0.6801181790159883,0.8870684295921882,1.057248221092532,1.1949349950347736,1.3161666626873112,1.4220006397563556,1.5199241852386138,1.6076711254844105,1.6857086477535037
27.0,0.00029410068351828813,2.982915211053426,0.7184248826182082,0.7483132212324927,0.39909447304685974,0.6574362696273457,0.8566429623981584,1.0196306279663134,1.152237065224196,1.2725274977507868,1.3796378763808081,1.4740766021433638,1.5614220982148397,1.6389603796898269
28.0,0.0002823366561775566,2.977452592205021,0.7181305733391741,0.787411132522588,0.41268891623679715,0.6824057877382125,0.8895036188491139,1.0585046580591522,1.1951597099916544,1.3149172823381232,1.4211895500457212,1.5189476418227268,1.6075315243599697,1.6869558188421852
29.0,0.0002823366561775566,2.974286031931557,0.7181045851016993,0.7928730568046028,0.4125372960840755,0.6802065536334307,0.8904396745852147,1.06036793563089,1.1983801148042326,1.3197059850434734,1.4279542465968378,1.5265486109080901,1.613479583386867,1.692609547900353
30.0,0.0002710431899304543,2.9690997894441074,0.7182194424763646,0.7773327379726951,0.4071588780537734,0.6757265759839343,0.8790606378378854,1.046789436321834,1.1816862741128276,1.3026540183307223,1.410021319992945,1.5092869435289291,1.5979382041577093,1.6766241340295416
31.0,0.0002710431899304543,2.9669757325438937,0.7191385509613993,0.7693847627990231,0.4080398849632803,0.6720276071574686,0.8766266533848834,1.0448932427493505,1.1826788725857633,1.3037631047980978,1.4113707234989092,1.5102084221176901,1.5995041201087639,1.678629762062262
32.0,0.0002602014623332361,2.960904771124904,0.717177931332722,0.7683218053441161,0.40743764820781053,0.6755422626160835,0.8774747634005988,1.0389795455868633,1.1748204910542488,1.2958011368731723,1.4032324089784578,1.5002738571890606,1.5870565964218992,1.6662465125787251
33.0,0.0002602014623332361,2.957617407169953,0.7179606585642395,0.7788431081121778,0.41127995468133083,0.6775413187491428,0.8819115707965354,1.0489096562678175,1.1855799663427968,1.3054491752757809,1.4148115063084987,1.5123760557217976,1.5986176182183873,1.6732595119039846
34.0,0.00024979340383990666,2.9527888333814714,0.7182760772675895,0.7997369247399678,0.41637156655704394,0.6852769647040247,0.8945935300358269,1.0645838304483513,1.2038296715810852,1.3261377291078114,1.4344743231423254,1.5335035110603974,1.6216013645941376,1.7000381288901887
35.0,0.00024979340383990666,2.9512654414962354,0.7183300768120165,0.7724782039012054,0.4060116012949701,0.671069106259914,0.8745151260049007,1.0407076751854516,1.177171567881606,1.297675018383836,1.4049229055653976,1.5032831773912665,1.5912720280817032,1.669934303291979
36.0,0.0002398016676863104,2.946348583890279,0.7173340727485035,0.7726874617788675,0.40844168184122887,0.6730727943392231,0.8779489649650906,1.045656700596811,1.1785547015379063,1.2983441431172453,1.4048919978466934,1.5013884075045631,1.5891695758952575,1.6685051942860076
37.0,0.0002398016676863104,2.944967409384293,0.7189351995769769,0.7916323951931311,0.41233190092641947,0.6824073482885816,0.8901925321615368,1.0592072578951222,1.1970853706508984,1.316835455050451,1.423991574519893,1.5220654503885547,1.6106318592727216,1.6896618732093611
38.0,0.00023020960097885798,2.9405442107877935,0.7180439625039488,0.7713387661693661,0.40883210905464745,0.6747860045815598,0.8804718956241817,1.0466041325381463,1.18238720555288,1.3015936542506668,1.408403755242144,1.5059111185301506,1.5941800570189704,1.6731792673160935
39.0,0.00023020960097885798,2.938204193830835,0.717893896020933,0.8004353301654779,0.41478656456360263,0.6849181492179732,0.8939213632994722,1.063445871143577,1.2021697517798275,1.3225972378008937,1.429583875988664,1.5261799680492159,1.612949420685721,1.6908570486529444
40.0,0.00022100121693970366,2.9337426977233725,0.7172338490726543,0.7931628434371151,0.4142321419167127,0.6848647073107171,0.895864896723043,1.0663787838347483,1.2066416307430068,1.3280583800314159,1.4378024123793642,1.5364860343660978,1.62622926666837,1.705657156159871
41.0,0.00022100121693970366,2.93228280882058,0.7178639130056854,0.7885909933588598,0.4114722366551385,0.6783746907849876,0.887710478108355,1.0560879062128392,1.1925915673375658,1.3144789913446504,1.4225494014498414,1.5205389096071233,1.6086182543050385,1.689206660720158
42.0,0.00021216116826211552,2.928564575594686,0.7187090051761688,0.7929904568587459,0.41150787630576124,0.6789095259437787,0.8858681321636072,1.0548876059877756,1.1940869449413734,1.3173827184028277,1.4259330898284024,1.52594189029449,1.6156604514352644,1.6944778037478296
43.0,0.00021216116826211552,2.9275109058764133,0.7175714901089358,0.7879683155626652,0.41175158600644757,0.6799366076592869,0.888162291984414,1.0554587225948355,1.1913831660064087,1.3120360075974147,1.4183524434459867,1.5135242536889435,1.6014570668655115,1.6784923749289444
44.0,0.0002036747215316309,2.923546877157736,0.718476662377552,0.7848941020720723,0.4124382398787577,0.681835041246556,0.8895160683891589,1.0584250212778348,1.1956391492750362,1.3138999534834823,1.4202804494452868,1.5173053906594431,1.6047513142777547,1.6826552884526331
45.0,0.0002036747215316309,2.922091994407996,0.7198425688673167,0.7865759144227525,0.4126203413210451,0.6812229798897961,0.8902177782465165,1.0586639060092684,1.1971862646318931,1.317725830679787,1.4251163382015137,1.5242307092329637,1.6134649834762023,1.6920007288299237
46.0,0.00019552773267036565,2.9183888399933227,0.7188962964702115,0.7939699165698454,0.4151188249771952,0.6847898521103027,0.8937590381876193,1.0640079075495759,1.2036060730518328,1.3251555472495362,1.4340594108118565,1.5331230201160517,1.6215336451208964,1.7005434492308533
47.0,0.00019552773267036565,2.9175526080526843,0.7195113241276052,0.7726507795520983,0.4079565286634947,0.6724007667052055,0.8777767577202418,1.044906623792153,1.1793566310521977,1.2986265247347648,1.4044504891989877,1.5007071147776463,1.5881615109998828,1.6659124629100777
48.0,0.000187706623363551,2.9132352701559143,0.7192611825176289,0.7828871840419962,0.41071679715890447,0.6778755061615949,0.8854597382130869,1.0538749511446937,1.1919015080070896,1.311336049017699,1.4188762220067763,1.5166821998857962,1.6047332071880165,1.6835928129253617
49.0,0.000187706623363551,2.9114269373767434,0.7188334445169077,0.7844564914263338,0.4105571151646992,0.6780337593054178,0.88512141272345,1.0519243910926093,1.1900073923454766,1.3101284841222494,1.4169639719765432,1.5137649847636643,1.602619152893404,1.6804255600032316
50.0,0.00018019835842900898,2.909090400738929,0.7197352946106768,0.7947887045395853,0.41299967723590286,0.6834211076564953,0.8923414167963826,1.0623822165426124,1.20213219691015,1.3249022587730575,1.4345118276753184,1.5335409712587065,1.6222090442107626,1.7015426539111385
