epoch,lr,t_l,t_err,v_err,1003d,2003d,3003d,4003d,5003d,6003d,7003d,8003d,9003d,10003d
1.0,0.0005,4.166662463413226,0.8143277956824689,0.7602857750743693,0.40572860753453716,0.6709575831470529,0.8833881765581177,1.0591789765963457,1.2048260131876205,1.3328978182133506,1.4477044304436366,1.548813734526123,1.6385329193323874,1.716865761215064
2.0,0.00048,3.2954626376182055,0.6933624326471756,0.7805016186354481,0.41438891065580474,0.6834027625909483,0.898128728239586,1.0723973785810843,1.2160069328492198,1.3422362391954519,1.452019682060871,1.5532333478230538,1.6427646143819126,1.7222001775182916
3.0,0.00048,3.242957743400711,0.6808581321015544,0.7543682615385994,0.40404354702311845,0.6694840730269032,0.879911223649318,1.0559537122626,1.198469925445994,1.3256469898431964,1.434716372365307,1.5341654775851357,1.6213330683914366,1.7025579731273137
4.0,0.0004608,3.205953357974339,0.6748439985513214,0.762023763534972,0.4080183282282823,0.6743017378132157,0.8833953819345015,1.0587105986605578,1.2005711611752172,1.3240570961683364,1.4358189597736937,1.5353427373360315,1.6272252301172427,1.7067178003168875
5.0,0.0004608,3.1826796613212642,0.6742432415276046,0.7649031556480854,0.40917642965696177,0.6731777377477138,0.8860720297051029,1.0563660722718442,1.1998382159855063,1.324805194633486,1.431596707916947,1.5310774821544328,1.6201653316789024,1.69812957218187
6.0,0.00044236799999999995,3.160567761447585,0.6756308189979622,0.7487602325364277,0.40326255849865683,0.6652884006297834,0.872419833454534,1.0414902840975575,1.1814860902016548,1.3045461973597028,1.410680539850415,1.5059792693054663,1.5921827328004245,1.671224819537718
7.0,0.00044236799999999995,3.1458351573893646,0.6763470959693535,0.7626520795873383,0.41007235158919153,0.6744785794873431,0.8804794312195324,1.0510667814695271,1.1889682600163352,1.3114863100838072,1.4186955763827596,1.516803916271427,1.6070534000305756,1.6873699067936587
8.0,0.00042467327999999994,3.130619279855002,0.6762534147437973,0.779792598239236,0.4120593690384723,0.679018144751114,0.8899701248037952,1.0664602384702313,1.2098848918414271,1.3320285878983897,1.4415629766425078,1.5410174579610747,1.6321530243947555,1.7127919525765847
9.0,0.00042467327999999994,3.1194726001386206,0.6766679114405817,0.7732865161681017,0.41498148073850294,0.678851586934282,0.8911126502900414,1.0630733132443893,1.2032739334439633,1.3265158584792898,1.4381682747482212,1.5391694232295234,1.628753775046082,1.7087981826510514
10.0,0.00040768634879999994,3.1077407639765586,0.6787594670457802,0.7766061200186966,0.41030137801184685,0.6770874893176579,0.8860251607566432,1.0585794705455633,1.2027090235352116,1.3256519655417296,1.4371458695814172,1.5348460235823582,1.6241680073068179,1.7021524530576584
11.0,0.00040768634879999994,3.0986928985276156,0.6812966572521971,0.7759304472893787,0.4139423498546912,0.6817599011886644,0.8901129386318726,1.0640188690313301,1.2062218153051796,1.333081256497952,1.443995937774794,1.544736163759891,1.631269410539142,1.7112863353876153
12.0,0.0003913788948479999,3.088383381880538,0.6831907865285688,0.7920833222117615,0.41615985595593397,0.6868792602964988,0.9021851017481342,1.0784225850560483,1.2215962320252371,1.346588361899178,1.4563327011095961,1.5565230780973385,1.645590892019708,1.7232301567902377
13.0,0.0003913788948479999,3.0803599686367806,0.6889152903627189,0.7917676002073206,0.4156484513029539,0.686977405396373,0.9039749125241573,1.0768164231526176,1.2177848086323495,1.3429601787354148,1.4535368344455402,1.5525605428463278,1.6427570977490886,1.720521438144848
14.0,0.0003757237390540799,3.0705868301902686,0.6928278405300935,0.7688971838199342,0.40817975774395965,0.6772922840282191,0.8836763753623811,1.0566918258101428,1.1958826903817052,1.3185811260242202,1.4247094661046236,1.5190215477680964,1.6062819599714524,1.6856893863954212
15.0,0.0003757237390540799,3.0642937234576024,0.7003852339621713,0.780166581830696,0.412862233518268,0.6804848054416264,0.8898647581390033,1.061903941755574,1.201830563556725,1.326205743433899,1.4364728814459835,1.5346863168088163,1.6214653587952472,1.7009442446078882
16.0,0.00036069478949191667,3.054126044798261,0.706218966034881,0.7870829656501368,0.4124540319926592,0.682837986349701,0.8928920991968179,1.0619837226643227,1.2013313720211922,1.3208026668283788,1.4240344171366113,1.5213262050499492,1.6088924050502602,1.6856117652883047
17.0,0.00036069478949191667,3.0468781640422002,0.7093622136830755,0.7733017180826673,0.4087872561880187,0.6727171161579059,0.8788242329616016,1.048878642926554,1.1876029423450147,1.3088971432194099,1.4163806458658872,1.5139793284188803,1.6040421638597677,1.682013255092572
18.0,0.00034626699791224,3.0373624908559385,0.7108978364296963,0.7844511986257954,0.4088822939397479,0.6772276250221569,0.8849320338428204,1.0550444959275704,1.1940982982623995,1.3136568809861706,1.422016969561657,1.5209532842461924,1.6074787044047516,1.6861438445498191
19.0,0.00034626699791224,3.0321260779658634,0.7142523045358072,0.7675240911077059,0.4072936422200708,0.6694850582384293,0.8738837671431152,1.0443231447647192,1.181759584320986,1.2994714558801348,1.4072025876513918,1.5041152865211513,1.591870780043664,1.670114977964554
20.0,0.0003324163179957504,3.022935573087521,0.7170372794206598,0.7897566094770863,0.4123941180020334,0.6810344049181067,0.8907410364619691,1.060588002353188,1.1999381918255745,1.3208105497694824,1.4297361972407652,1.5286978900149355,1.616577301816727,1.6942549551418413
21.0,0.0003324163179957504,3.0176803639168948,0.7174577522051094,0.807398726496995,0.41569207977165706,0.6877763098756701,0.9017584923703597,1.0729987518936015,1.213538043347242,1.335769061946851,1.4439756445547411,1.541754266675099,1.6300733771376896,1.7073790823689827
22.0,0.0003191196652759203,3.009497620938389,0.7186290051479389,0.7944066429996733,0.41226058514615305,0.681441181945135,0.889889532485714,1.063408798914163,1.1997624049081679,1.3221935217119276,1.430418687762478,1.527425419723569,1.6163735704217115,1.6952452197481003
23.0,0.0003191196652759203,3.004801865502025,0.7187445258867209,0.7802649333482692,0.40971419270197246,0.6757412141907361,0.8802534338178604,1.0492990803881057,1.1885025497814479,1.3085702320104624,1.4136521518522105,1.5100245639622254,1.597916749984883,1.6763719445263954
